,t,T,s,i,o,c,h,l,v,n
1809,2025-08-02,2025-08-02 23:59:59.999,ETH,1d,3488.21,3393.94,3537.69,3368.29,494195.7094,3703627
1810,2025-08-03,2025-08-03 23:59:59.999,ETH,1d,3393.94,3496.74,3521.79,3354.28,296347.6758,2428479
1811,2025-08-04,2025-08-04 23:59:59.999,ETH,1d,3496.75,3720.99,3736.73,3490.73,463349.9861,3316870
1812,2025-08-05,2025-08-05 23:59:59.999,ETH,1d,3720.99,3612.0,3722.24,3546.0,489070.9589,3721006
1813,2025-08-06,2025-08-06 23:59:59.999,ETH,1d,3612.01,3683.31,3698.6,3564.19,365309.9205,2912356
1814,2025-08-07,2025-08-07 23:59:59.999,ETH,1d,3683.31,3910.31,3927.77,3647.63,631678.9872,3495451
1815,2025-08-08,2025-08-08 23:59:59.999,ETH,1d,3910.3,4009.5,4071.0,3880.0,723300.0109,4175115
1816,2025-08-09,2025-08-09 23:59:59.999,ETH,1d,4009.51,4260.62,4326.2,4006.63,691932.1048,3932997
1817,2025-08-10,2025-08-10 23:59:59.999,ETH,1d,4260.63,4250.57,4332.6,4153.07,494843.8105,3319102
1818,2025-08-11,2025-08-11 23:59:59.999,ETH,1d,4250.58,4223.22,4366.46,4166.77,722664.04,5162548
1819,2025-08-12,2025-08-12 23:59:59.999,ETH,1d,4223.22,4590.52,4639.7,4219.04,885288.0652,5104868
1820,2025-08-13,2025-08-13 23:59:59.999,ETH,1d,4590.52,4749.3,4783.85,4564.33,925931.4988,5293034
1821,2025-08-14,2025-08-14 23:59:59.999,ETH,1d,4749.31,4546.84,4788.0,4451.33,1265449.0453,6488264
1822,2025-08-15,2025-08-15 23:59:59.999,ETH,1d,4546.84,4439.47,4672.67,4368.0,880409.2591,5091385
1823,2025-08-16,2025-08-16 23:59:59.999,ETH,1d,4439.47,4421.99,4490.42,4372.54,358676.5884,2446573
1824,2025-08-17,2025-08-17 23:59:59.999,ETH,1d,4422.0,4472.33,4576.0,4393.98,442461.3829,2844829
1825,2025-08-18,2025-08-18 23:59:59.999,ETH,1d,4472.34,4312.99,4481.88,4225.86,823188.1269,4938429
1826,2025-08-19,2025-08-19 23:59:59.999,ETH,1d,4312.99,4075.59,4355.0,4067.34,831222.7951,4828050
1827,2025-08-20,2025-08-20 23:59:59.999,ETH,1d,4075.58,4336.16,4378.0,4060.0,728324.8933,4768196
1828,2025-08-21,2025-08-21 23:59:59.999,ETH,1d,4336.16,4225.3,4340.26,4204.2,433836.3992,4202357
1829,2025-08-22,2025-08-22 23:59:59.999,ETH,1d,4225.3,4832.07,4887.59,4207.39,1277976.63526,6440351
1830,2025-08-23,2025-08-23 23:59:59.999,ETH,1d,4832.07,4778.4,4832.07,4659.7,512442.0888,3011610
1831,2025-08-24,2025-08-24 23:59:59.999,ETH,1d,4778.4,4780.15,4956.78,4711.0,780668.77842,4316811
1832,2025-08-25,2025-08-25 23:59:59.999,ETH,1d,4780.15,4376.18,4797.97,4334.13,1043917.1659,6296796
1833,2025-08-26,2025-08-26 23:59:59.999,ETH,1d,4376.17,4600.63,4633.46,4311.04,834750.2767,5640502
1834,2025-08-27,2025-08-27 23:59:59.999,ETH,1d,4600.63,4506.71,4663.93,4481.53,606669.3611,3920404
1835,2025-08-28,2025-08-28 23:59:59.999,ETH,1d,4506.71,4511.21,4633.97,4430.0,485243.4027,3236156
1836,2025-08-29,2025-08-29 23:59:59.999,ETH,1d,4511.2,4360.18,4516.75,4265.0,679063.8777,4406428
1837,2025-08-30,2025-08-30 23:59:59.999,ETH,1d,4360.18,4373.7,4415.61,4257.2,340319.1826,2086140
1838,2025-08-31,2025-08-31 23:59:59.999,ETH,1d,4373.7,4391.83,4498.47,4372.63,356586.1861,2221987
1839,2025-09-01,2025-09-01 23:59:59.999,ETH,1d,4391.83,4314.5,4491.84,4210.61,513830.0395,4011776
1840,2025-09-02,2025-09-02 23:59:59.999,ETH,1d,4314.5,4326.5,4416.78,4257.85,524605.0512,4161006
1841,2025-09-03,2025-09-03 23:59:59.999,ETH,1d,4326.49,4450.46,4490.64,4283.23,487091.6861,3491341
1842,2025-09-04,2025-09-04 23:59:59.999,ETH,1d,4450.46,4297.55,4482.05,4265.33,471795.7096,4087637
1843,2025-09-05,2025-09-05 23:59:59.999,ETH,1d,4297.56,4307.45,4490.0,4256.03,624169.8754,4751518
1844,2025-09-06,2025-09-06 23:59:59.999,ETH,1d,4307.46,4273.14,4329.3,4236.0,191166.0686,1711937
1845,2025-09-07,2025-09-07 23:59:59.999,ETH,1d,4273.15,4306.19,4336.02,4270.81,169620.8372,1450115
1846,2025-09-08,2025-09-08 23:59:59.999,ETH,1d,4306.19,4306.37,4384.06,4279.0,372882.4355,2889398
1847,2025-09-09,2025-09-09 23:59:59.999,ETH,1d,4306.36,4310.09,4381.87,4276.76,405485.7821,3068397
1848,2025-09-10,2025-09-10 23:59:59.999,ETH,1d,4310.08,4349.32,4453.57,4285.1,506633.9098,3221192
1849,2025-09-11,2025-09-11 23:59:59.999,ETH,1d,4349.33,4458.82,4481.09,4338.82,441259.6649,3446340
1850,2025-09-12,2025-09-12 23:59:59.999,ETH,1d,4458.83,4712.16,4748.4,4450.71,510777.5402,3859691
1851,2025-09-13,2025-09-13 23:59:59.999,ETH,1d,4712.16,4666.53,4769.36,4605.0,394393.6869,2711137
1852,2025-09-14,2025-09-14 23:59:59.999,ETH,1d,4666.54,4604.49,4692.36,4576.89,278244.3205,2561665
1853,2025-09-15,2025-09-15 23:59:59.999,ETH,1d,4604.48,4523.74,4670.28,4466.0,412291.9687,3889905
1854,2025-09-16,2025-09-16 23:59:59.999,ETH,1d,4523.74,4501.29,4538.25,4424.0,293307.1099,2967454
1855,2025-09-17,2025-09-17 23:59:59.999,ETH,1d,4501.3,4590.53,4616.77,4412.0,476981.4561,3859374
1856,2025-09-18,2025-09-18 23:59:59.999,ETH,1d,4590.54,4587.66,4644.47,4553.7,290660.377,2922079
1857,2025-09-19,2025-09-19 23:59:59.999,ETH,1d,4587.66,4468.59,4620.72,4435.7,331611.1482,2302227
1858,2025-09-20,2025-09-20 23:59:59.999,ETH,1d,4468.59,4480.42,4508.71,4454.45,130781.913,1094083
1859,2025-09-21,2025-09-21 23:59:59.999,ETH,1d,4480.41,4444.97,4498.16,4443.0,149349.8262,1098813
1860,2025-09-22,2025-09-22 23:59:59.999,ETH,1d,4444.98,4199.08,4455.76,4077.0,708243.2348,4143966
1861,2025-09-23,2025-09-23 23:59:59.999,ETH,1d,4199.09,4164.26,4229.03,4114.39,315227.9057,3449275
1862,2025-09-24,2025-09-24 23:59:59.999,ETH,1d,4164.25,4152.81,4206.9,4073.74,353665.5671,3119658
1863,2025-09-25,2025-09-25 23:59:59.999,ETH,1d,4152.81,3874.36,4161.04,3815.0,930327.6951,7611345
1864,2025-09-26,2025-09-26 23:59:59.999,ETH,1d,3874.35,4032.24,4068.3,3867.65,575711.0859,5466636
1865,2025-09-27,2025-09-27 23:59:59.999,ETH,1d,4032.24,4018.38,4039.01,3972.98,172693.2638,1940113
1866,2025-09-28,2025-09-28 23:59:59.999,ETH,1d,4018.39,4142.16,4144.88,3966.0,240331.8589,2500609
1867,2025-09-29,2025-09-29 23:59:59.999,ETH,1d,4142.16,4215.07,4235.86,4082.25,380728.6784,3612246
1868,2025-09-30,2025-09-30 23:59:59.999,ETH,1d,4215.07,4145.15,4245.0,4092.1,391126.6172,4118784
1869,2025-10-01,2025-10-01 23:59:59.999,ETH,1d,4145.15,4348.03,4355.46,4123.08,507026.3822,4138481
1870,2025-10-02,2025-10-02 23:59:59.999,ETH,1d,4348.03,4484.35,4516.74,4332.73,526411.1571,4441183
1871,2025-10-03,2025-10-03 23:59:59.999,ETH,1d,4484.35,4512.87,4591.59,4428.0,485684.0267,5149648
1872,2025-10-04,2025-10-04 23:59:59.999,ETH,1d,4512.88,4487.15,4517.93,4440.0,199732.7088,2252261
1873,2025-10-05,2025-10-05 23:59:59.999,ETH,1d,4487.16,4514.32,4618.17,4467.05,506587.9614,3791095
1874,2025-10-06,2025-10-06 23:59:59.999,ETH,1d,4514.32,4684.01,4735.93,4488.25,456200.6528,4677655
1875,2025-10-07,2025-10-07 23:59:59.999,ETH,1d,4684.02,4447.7,4755.0,4430.43,640685.9319,6028668
1876,2025-10-08,2025-10-08 23:59:59.999,ETH,1d,4447.7,4525.72,4558.0,4410.08,399904.3287,4771608
1877,2025-10-09,2025-10-09 23:59:59.999,ETH,1d,4525.72,4368.09,4531.52,4265.06,515978.1829,5181361
1878,2025-10-10,2025-10-10 23:59:59.999,ETH,1d,4368.09,3829.72,4393.63,3435.0,1493971.0244,12594514
1879,2025-10-11,2025-10-11 23:59:59.999,ETH,1d,3829.72,3746.79,3878.3,3643.33,789885.6582,8794145
1880,2025-10-12,2025-10-12 23:59:59.999,ETH,1d,3746.8,4152.29,4197.7,3694.74,811308.152,8286691
1881,2025-10-13,2025-10-13 23:59:59.999,ETH,1d,4152.29,4240.85,4292.0,4042.29,622813.9247,8321249
1882,2025-10-14,2025-10-14 23:59:59.999,ETH,1d,4240.86,4125.02,4263.38,3888.74,962996.7658,10714712
1883,2025-10-15,2025-10-15 23:59:59.999,ETH,1d,4125.01,3985.61,4217.6,3926.74,626081.6966,7421801
1884,2025-10-16,2025-10-16 23:59:59.999,ETH,1d,3985.61,3894.51,4086.49,3826.04,643804.6163,8451902
1885,2025-10-17,2025-10-17 23:59:59.999,ETH,1d,3894.5,3831.57,3950.45,3674.5,830127.0885,9412569
1886,2025-10-18,2025-10-18 23:59:59.999,ETH,1d,3831.58,3889.21,3927.73,3819.07,250710.6121,3174247
1887,2025-10-19,2025-10-19 23:59:59.999,ETH,1d,3889.2,3982.58,4030.94,3827.04,408538.2545,4377250
1888,2025-10-20,2025-10-20 23:59:59.999,ETH,1d,3982.58,3979.22,4085.3,3908.73,511382.3301,5803391
1889,2025-10-21,2025-10-21 23:59:59.999,ETH,1d,3979.22,3873.05,4110.0,3840.24,590594.1382,7015049
1890,2025-10-22,2025-10-22 23:59:59.999,ETH,1d,3873.04,3805.53,3889.27,3710.0,593130.0905,6834244
1891,2025-10-23,2025-10-23 23:59:59.999,ETH,1d,3805.53,3856.8,3934.86,3796.54,477231.0181,4206428
1892,2025-10-24,2025-10-24 23:59:59.999,ETH,1d,3856.8,3934.88,4026.39,3845.86,425926.9383,4291705
1893,2025-10-25,2025-10-25 23:59:59.999,ETH,1d,3934.88,3953.82,3969.22,3912.4,138526.3338,1476147
1894,2025-10-26,2025-10-26 23:59:59.999,ETH,1d,3953.81,4158.46,4178.78,3919.03,344698.0918,3249487
1895,2025-10-27,2025-10-27 23:59:59.999,ETH,1d,4158.46,4120.15,4253.72,4095.0,487131.2291,5081784
1896,2025-10-28,2025-10-28 23:59:59.999,ETH,1d,4120.16,3979.2,4175.55,3931.33,472965.8377,5061999
1897,2025-10-29,2025-10-29 23:59:59.999,ETH,1d,3979.19,3902.99,4036.66,3840.37,486452.3127,5571627
1898,2025-10-30,2025-10-30 23:59:59.999,ETH,1d,3903.0,3805.09,3948.74,3680.0,531455.9923,6906431
1899,2025-10-31,2025-10-31 23:59:59.999,ETH,1d,3804.95,3847.99,3906.09,3796.36,478636.2995,5000695
1900,2025-11-01,2025-11-01 23:59:59.999,ETH,1d,3848.0,3873.77,3909.39,3831.0,152998.1626,1840903
1901,2025-11-02,2025-11-02 23:59:59.999,ETH,1d,3873.78,3906.58,3918.23,3839.12,216083.1542,2433160
1902,2025-11-03,2025-11-03 23:59:59.999,ETH,1d,3906.58,3603.83,3914.29,3558.82,877187.3852,7464333
1903,2025-11-04,2025-11-04 23:59:59.999,ETH,1d,3603.84,3287.05,3654.54,3057.0,1568004.2379,10283812
1904,2025-11-05,2025-11-05 23:59:59.999,ETH,1d,3287.05,3424.29,3480.46,3166.66,809591.5132,6935719
1905,2025-11-06,2025-11-06 23:59:59.999,ETH,1d,3424.29,3315.14,3456.46,3245.45,566363.7003,6422367
1906,2025-11-07,2025-11-07 23:59:59.999,ETH,1d,3315.14,3436.05,3473.0,3194.2,683417.3854,7139239
1907,2025-11-08,2025-11-08 23:59:59.999,ETH,1d,3436.04,3401.51,3488.0,3355.58,291532.2881,3661341
1908,2025-11-09,2025-11-09 23:59:59.999,ETH,1d,3401.51,3583.46,3623.25,3358.66,464098.052,4471232
1909,2025-11-10,2025-11-10 23:59:59.999,ETH,1d,3583.46,3567.85,3658.98,3507.3,595273.0298,5374965
1910,2025-11-11,2025-11-11 23:59:59.999,ETH,1d,3567.85,3417.76,3648.27,3405.24,660283.2747,6239855
1911,2025-11-12,2025-11-12 23:59:59.999,ETH,1d,3417.76,3414.92,3588.19,3371.65,553101.9368,5915987
1912,2025-11-13,2025-11-13 23:59:59.999,ETH,1d,3414.91,3231.54,3565.84,3154.22,951989.1347,8109562
1913,2025-11-14,2025-11-14 23:59:59.999,ETH,1d,3231.55,3112.4,3256.71,3070.0,890446.1491,9563602
1914,2025-11-15,2025-11-15 23:59:59.999,ETH,1d,3112.4,3167.88,3230.0,3110.68,338463.4782,3329279
1915,2025-11-16,2025-11-16 23:59:59.999,ETH,1d,3167.87,3095.29,3249.0,3004.0,570633.5809,5709385
1916,2025-11-17,2025-11-17 23:59:59.999,ETH,1d,3095.29,3031.44,3223.38,2959.46,762500.4289,7450569
1917,2025-11-18,2025-11-18 23:59:59.999,ETH,1d,3031.44,3123.66,3169.95,2946.56,766640.1058,7615241
1918,2025-11-19,2025-11-19 23:59:59.999,ETH,1d,3123.65,3025.48,3125.54,2873.64,737926.7146,7164222
1919,2025-11-20,2025-11-20 23:59:59.999,ETH,1d,3025.48,2834.22,3063.61,2790.01,912524.3718,7127439
1920,2025-11-21,2025-11-21 23:59:59.999,ETH,1d,2834.21,2765.85,2886.73,2623.57,1180475.4085,10064748
1921,2025-11-22,2025-11-22 23:59:59.999,ETH,1d,2765.86,2770.12,2799.01,2704.33,264691.3089,3610746
1922,2025-11-23,2025-11-23 23:59:59.999,ETH,1d,2770.12,2802.16,2858.16,2768.29,409808.5734,3902263
1923,2025-11-24,2025-11-24 23:59:59.999,ETH,1d,2802.16,2953.38,2987.0,2763.0,715279.7551,5727108
1924,2025-11-25,2025-11-25 23:59:59.999,ETH,1d,2953.38,2959.36,2980.82,2857.32,427686.4528,4418266
1925,2025-11-26,2025-11-26 23:59:59.999,ETH,1d,2959.36,3026.56,3045.0,2888.69,364535.326,3911013
1926,2025-11-27,2025-11-27 23:59:59.999,ETH,1d,3026.56,3015.23,3071.37,2985.78,274980.3955,2917476
1927,2025-11-28,2025-11-28 23:59:59.999,ETH,1d,3015.23,3031.15,3099.0,2994.36,346616.0275,3662478
1928,2025-11-29,2025-11-29 23:59:59.999,ETH,1d,3031.14,2989.16,3052.64,2961.91,217904.1303,1930588
1929,2025-11-30,2025-11-30 23:59:59.999,ETH,1d,2989.17,2991.26,3053.02,2975.3,182722.4253,1896781
1930,2025-12-01,2025-12-01 23:59:59.999,ETH,1d,2991.25,2799.07,2999.47,2716.04,849002.9909,7108249
1931,2025-12-02,2025-12-02 23:59:59.999,ETH,1d,2799.07,2996.07,3033.76,2782.19,523707.3586,5821936
1932,2025-12-03,2025-12-03 23:59:59.999,ETH,1d,2996.07,3188.36,3214.99,2985.58,553669.8146,6210489
1933,2025-12-04,2025-12-04 23:59:59.999,ETH,1d,3188.39,3133.26,3240.35,3066.37,486698.3987,6357509
1934,2025-12-05,2025-12-05 23:59:59.999,ETH,1d,3133.26,3021.78,3193.33,2983.08,530382.8986,6012408
1935,2025-12-06,2025-12-06 23:59:59.999,ETH,1d,3021.77,3038.06,3069.0,3012.58,159721.2488,2244070
1936,2025-12-07,2025-12-07 23:59:59.999,ETH,1d,3038.06,3059.85,3150.0,2907.52,391129.675,4277667
1937,2025-12-08,2025-12-08 23:59:59.999,ETH,1d,3059.86,3124.16,3180.51,3040.87,452820.2207,6327207
1938,2025-12-09,2025-12-09 23:59:59.999,ETH,1d,3124.16,3318.04,3397.85,3090.8,603859.9458,6993282
1939,2025-12-10,2025-12-10 23:59:59.999,ETH,1d,3318.04,3324.14,3447.44,3288.1,539585.4535,7155428
1940,2025-12-11,2025-12-11 23:59:59.999,ETH,1d,3324.14,3237.39,3327.37,3145.28,504114.2391,7267153
1941,2025-12-12,2025-12-12 23:59:59.999,ETH,1d,3237.38,3084.86,3265.5,3045.31,435686.4435,5948483
1942,2025-12-13,2025-12-13 23:59:59.999,ETH,1d,3084.86,3114.64,3135.68,3078.6,136465.7567,1855254
1943,2025-12-14,2025-12-14 23:59:59.999,ETH,1d,3114.64,3063.5,3129.54,3024.44,279058.3545,3511048
1944,2025-12-15,2025-12-15 23:59:59.999,ETH,1d,3063.49,2964.85,3177.5,2894.57,520509.9555,7417115
1945,2025-12-16,2025-12-16 23:59:59.999,ETH,1d,2964.85,2962.3,2981.87,2876.0,378293.1159,6669623
1946,2025-12-17,2025-12-17 23:59:59.999,ETH,1d,2962.3,2833.49,3030.92,2791.02,497630.4162,6532843
1947,2025-12-18,2025-12-18 23:59:59.999,ETH,1d,2833.5,2828.57,2997.4,2775.19,595253.7997,7801439
1948,2025-12-19,2025-12-19 23:59:59.999,ETH,1d,2828.56,2979.5,3020.0,2808.63,531702.5439,6948512
1949,2025-12-20,2025-12-20 23:59:59.999,ETH,1d,2979.49,2977.93,2994.41,2964.17,91783.7734,1350111
1950,2025-12-21,2025-12-21 23:59:59.999,ETH,1d,2977.93,3002.02,3013.4,2944.0,162244.8067,2474808
1951,2025-12-22,2025-12-22 23:59:59.999,ETH,1d,3002.03,3009.49,3077.39,2963.43,298443.5633,5452069
1952,2025-12-23,2025-12-23 23:59:59.999,ETH,1d,3009.48,2965.02,3035.79,2900.93,386465.747,4824322
1953,2025-12-24,2025-12-24 23:59:59.999,ETH,1d,2965.03,2947.47,2978.15,2888.7,197035.5598,3194683
1954,2025-12-25,2025-12-25 23:59:59.999,ETH,1d,2947.48,2903.95,2971.46,2891.2,188721.2981,2183611
1955,2025-12-26,2025-12-26 23:59:59.999,ETH,1d,2903.9,2927.99,2994.38,2894.26,314830.9989,4062164
1956,2025-12-27,2025-12-27 23:59:59.999,ETH,1d,2928.0,2949.05,2960.89,2917.13,95040.3956,1004396
1957,2025-12-28,2025-12-28 23:59:59.999,ETH,1d,2949.05,2950.91,2961.23,2924.54,128834.139,1484510
1958,2025-12-29,2025-12-29 23:59:59.999,ETH,1d,2950.91,2937.9,3057.78,2910.25,485959.1824,5162535
1959,2025-12-30,2025-12-30 23:59:59.999,ETH,1d,2937.91,2973.69,3009.8,2919.44,286583.2879,3959890
1960,2025-12-31,2025-12-31 23:59:59.999,ETH,1d,2973.69,2971.64,3028.08,2958.91,233729.5887,2935432
1961,2026-01-01,2026-01-01 23:59:59.999,ETH,1d,2971.65,3004.19,3010.0,2971.15,136088.5207,1338212
1962,2026-01-02,2026-01-02 23:59:59.999,ETH,1d,3004.19,3125.45,3150.01,2992.49,369891.2449,5276480
1963,2026-01-03,2026-01-03 23:59:59.999,ETH,1d,3125.46,3127.11,3136.71,3076.0,134405.2258,1823251
1964,2026-01-04,2026-01-04 23:59:59.999,ETH,1d,3127.11,3144.7,3167.22,3118.75,181576.0686,2261499
1965,2026-01-05,2026-01-05 23:59:59.999,ETH,1d,3144.71,3224.99,3265.66,3135.02,382446.6618,5401982
1966,2026-01-06,2026-01-06 23:59:59.999,ETH,1d,3224.99,3296.84,3308.86,3183.27,412503.5066,5310071
1967,2026-01-07,2026-01-07 23:59:59.999,ETH,1d,3296.83,3168.72,3296.84,3125.42,321350.1225,4839276
1968,2026-01-08,2026-01-08 23:59:59.999,ETH,1d,3168.72,3106.65,3184.39,3054.65,343616.1005,4982423
1969,2026-01-09,2026-01-09 23:59:59.999,ETH,1d,3106.66,3088.4,3148.41,3058.69,274587.4533,4182570
1970,2026-01-10,2026-01-10 23:59:59.999,ETH,1d,3088.4,3086.72,3104.12,3077.99,82341.0546,881069
1971,2026-01-11,2026-01-11 23:59:59.999,ETH,1d,3086.72,3123.45,3147.27,3084.46,149381.2965,1522502
1972,2026-01-12,2026-01-12 23:59:59.999,ETH,1d,3123.46,3095.75,3171.49,3065.55,297373.4681,4303605
1973,2026-01-13,2026-01-13 23:59:59.999,ETH,1d,3095.75,3325.82,3367.79,3091.96,457782.2816,4876916
1974,2026-01-14,2026-01-14 23:59:59.999,ETH,1d,3325.83,3354.92,3402.89,3280.48,503440.0759,5351410
1975,2026-01-15,2026-01-15 23:59:59.999,ETH,1d,3354.92,3318.69,3384.19,3273.72,389993.836,4766390
1976,2026-01-16,2026-01-16 23:59:59.999,ETH,1d,3318.7,3296.28,3326.79,3253.01,223921.7876,3528248
1977,2026-01-17,2026-01-17 23:59:59.999,ETH,1d,3296.28,3310.56,3330.26,3283.96,124325.0303,1229614
1978,2026-01-18,2026-01-18 23:59:59.999,ETH,1d,3310.56,3284.03,3368.82,3278.86,173354.3026,2227452
1979,2026-01-19,2026-01-19 23:59:59.999,ETH,1d,3284.04,3189.55,3284.58,3165.38,442540.5596,4406164
1980,2026-01-20,2026-01-20 23:59:59.999,ETH,1d,3189.56,2939.88,3200.5,2920.0,518166.4787,7228638
1981,2026-01-21,2026-01-21 23:59:59.999,ETH,1d,2939.88,2982.27,3069.07,2866.11,577800.2481,8064316
1982,2026-01-22,2026-01-22 23:59:59.999,ETH,1d,2982.28,2952.69,3038.33,2906.02,291660.7349,4696521
1983,2026-01-23,2026-01-23 23:59:59.999,ETH,1d,2952.7,2956.41,3019.26,2892.4,318415.3317,5479038
1984,2026-01-24,2026-01-24 23:59:59.999,ETH,1d,2956.41,2953.22,2970.41,2943.84,92082.9039,1185149
1985,2026-01-25,2026-01-25 23:59:59.999,ETH,1d,2953.23,2816.89,2960.29,2787.0,380186.5326,4637787
1986,2026-01-26,2026-01-26 23:59:59.999,ETH,1d,2816.9,2930.35,2951.21,2812.37,485169.3372,5933570
1987,2026-01-27,2026-01-27 23:59:59.999,ETH,1d,2930.35,3026.77,3035.08,2899.77,478792.3988,5278439
1988,2026-01-28,2026-01-28 23:59:59.999,ETH,1d,3026.77,3010.78,3045.78,2983.67,296607.6549,5061029
1989,2026-01-29,2026-01-29 23:59:59.999,ETH,1d,3010.78,2822.59,3013.5,2754.53,561288.5979,6779608
1990,2026-01-30,2026-01-30 23:59:59.999,ETH,1d,2822.6,2707.38,2828.65,2636.01,793279.6252,10661631
1991,2026-01-31,2026-01-31 23:59:59.999,ETH,1d,2707.37,2451.95,2714.64,2250.0,1113097.7132,9305297
1992,2026-02-01,2026-02-01 23:59:59.999,ETH,1d,2451.96,2270.15,2475.98,2222.0,1026573.9466,11038637
1993,2026-02-02,2026-02-02 23:59:59.999,ETH,1d,2270.16,2347.02,2396.62,2157.14,1248535.2114,11149156
1994,2026-02-03,2026-02-03 23:59:59.999,ETH,1d,2347.01,2233.72,2359.88,2110.0,1321099.3867,11643770
1995,2026-02-04,2026-02-04 23:59:59.999,ETH,1d,2233.72,2148.26,2295.74,2076.68,1264743.43,10912540
1996,2026-02-05,2026-02-05 23:59:59.999,ETH,1d,2148.25,1826.83,2173.77,1818.18,1952286.6951,13667587
1997,2026-02-06,2026-02-06 23:59:59.999,ETH,1d,1826.83,2063.38,2093.94,1747.8,2102311.5573,12362731
1998,2026-02-07,2026-02-07 23:59:59.999,ETH,1d,2063.37,2087.08,2121.7,1994.57,1142616.4487,7938360
1999,2026-02-08,2026-02-08 23:59:59.999,ETH,1d,2087.08,2089.74,2152.03,2064.1,482837.2515,4379045
2000,2026-02-09,2026-02-09 23:59:59.999,ETH,1d,2089.73,2105.02,2147.73,2008.62,625378.5569,6331904
2001,2026-02-10,2026-02-10 23:59:59.999,ETH,1d,2105.02,2022.67,2124.71,1989.38,574321.6908,5159394
2002,2026-02-11,2026-02-11 23:59:59.999,ETH,1d,2022.67,1941.18,2032.31,1903.19,529655.8177,6450810
2003,2026-02-12,2026-02-12 23:59:59.999,ETH,1d,1941.19,1947.85,2001.42,1897.24,427567.1469,5262808
2004,2026-02-13,2026-02-13 23:59:59.999,ETH,1d,1947.85,2048.72,2073.68,1924.72,425649.7698,4695571
2005,2026-02-14,2026-02-14 23:59:59.999,ETH,1d,2048.72,2086.59,2107.67,2042.37,220677.2355,2720271
2006,2026-02-15,2026-02-15 23:59:59.999,ETH,1d,2086.59,1966.58,2103.32,1928.88,834778.0952,5864311
2007,2026-02-16,2026-02-16 23:59:59.999,ETH,1d,1966.59,1998.33,2023.51,1937.24,351347.9433,4476026
2008,2026-02-17,2026-02-17 23:59:59.999,ETH,1d,1998.34,1991.66,2015.33,1941.66,406246.9427,6420841
2009,2026-02-18,2026-02-18 23:59:59.999,ETH,1d,1991.67,1955.91,2039.05,1923.78,393639.0086,5176537
2010,2026-02-19,2026-02-19 23:59:59.999,ETH,1d,1955.9,1949.08,1987.55,1907.0,300257.0733,3793608
2011,2026-02-20,2026-02-20 23:59:59.999,ETH,1d,1949.08,1968.88,1981.18,1922.97,386253.5557,3948261
2012,2026-02-21,2026-02-21 23:59:59.999,ETH,1d,1968.88,1973.35,1995.56,1955.62,179173.8456,1362230
2013,2026-02-22,2026-02-22 23:59:59.999,ETH,1d,1973.35,1957.82,1983.13,1935.0,155325.6482,1850073
2014,2026-02-23,2026-02-23 23:59:59.999,ETH,1d,1957.82,1856.3,1958.33,1837.13,547359.4869,6684753
2015,2026-02-24,2026-02-24 23:59:59.999,ETH,1d,1856.3,1851.94,1869.58,1800.0,438064.0284,6607359
2016,2026-02-25,2026-02-25 23:59:59.999,ETH,1d,1851.95,2057.48,2148.39,1846.74,682979.4378,9024746
2017,2026-02-26,2026-02-26 23:59:59.999,ETH,1d,2057.48,2027.68,2083.33,1975.35,439783.3566,7142316
2018,2026-02-27,2026-02-27 23:59:59.999,ETH,1d,2027.68,1929.84,2063.52,1887.0,428687.234,5213158
2019,2026-02-28,2026-02-28 23:59:59.999,ETH,1d,1929.84,1964.51,1984.99,1835.36,461680.9835,6186042
2020,2026-03-01,2026-03-01 23:59:59.999,ETH,1d,1964.51,1939.71,2054.8,1907.41,529196.8464,6616298
2021,2026-03-02,2026-03-02 23:59:59.999,ETH,1d,1939.71,2027.35,2090.0,1920.0,577406.3749,9343785
2022,2026-03-03,2026-03-03 23:59:59.999,ETH,1d,2027.34,1982.8,2041.48,1929.56,509329.8534,8311355
2023,2026-03-04,2026-03-04 23:59:59.999,ETH,1d,1982.81,2127.28,2199.0,1945.08,737644.8152,9527323
2024,2026-03-05,2026-03-05 23:59:59.999,ETH,1d,2127.28,2072.86,2163.66,2054.75,432157.8126,6753565
2025,2026-03-06,2026-03-06 23:59:59.999,ETH,1d,2072.86,1978.68,2093.33,1955.95,411597.7569,5601424
2026,2026-03-07,2026-03-07 23:59:59.999,ETH,1d,1978.68,1969.59,1996.04,1948.09,184459.82,2029543
2027,2026-03-08,2026-03-08 23:59:59.999,ETH,1d,1969.6,1937.1,1979.8,1916.14,391189.7317,4044585
2028,2026-03-09,2026-03-09 23:59:59.999,ETH,1d,1937.11,1992.98,2053.52,1929.65,550825.4883,6360581
2029,2026-03-10,2026-03-10 23:59:59.999,ETH,1d,1992.97,2036.51,2088.19,1991.0,463411.8739,5226998
2030,2026-03-11,2026-03-11 23:59:59.999,ETH,1d,2036.5,2051.97,2085.58,2007.17,350061.256,4730286
2031,2026-03-12,2026-03-12 23:59:59.999,ETH,1d,2051.97,2073.52,2095.0,2017.59,400507.8132,4757775
2032,2026-03-13,2026-03-13 23:59:59.999,ETH,1d,2073.51,2092.22,2209.03,2070.12,599657.0399,6138489
2033,2026-03-14,2026-03-14 23:59:59.999,ETH,1d,2092.21,2096.16,2106.09,2061.6,152500.5822,1584458
