,t,T,s,i,o,c,h,l,v,n
1076,2023-07-31,2023-07-31 23:59:59.999,ETH,1d,1861.79,1856.14,1877.4,1851.02,168204.4534,246487
1077,2023-08-01,2023-08-01 23:59:59.999,ETH,1d,1856.13,1873.47,1875.62,1813.8,358476.0966,411508
1078,2023-08-02,2023-08-02 23:59:59.999,ETH,1d,1873.48,1839.9,1879.74,1821.21,254213.0553,331270
1079,2023-08-03,2023-08-03 23:59:59.999,ETH,1d,1839.9,1835.81,1859.12,1826.0,171148.052,254918
1080,2023-08-04,2023-08-04 23:59:59.999,ETH,1d,1835.81,1830.23,1851.31,1815.74,187699.4552,256002
1081,2023-08-05,2023-08-05 23:59:59.999,ETH,1d,1830.24,1836.48,1839.0,1827.5,93657.3255,174254
1082,2023-08-06,2023-08-06 23:59:59.999,ETH,1d,1836.48,1830.28,1838.58,1825.86,90403.9915,169928
1083,2023-08-07,2023-08-07 23:59:59.999,ETH,1d,1830.28,1829.1,1847.0,1802.0,224092.9059,289161
1084,2023-08-08,2023-08-08 23:59:59.999,ETH,1d,1829.1,1856.3,1876.51,1826.33,236336.03,322607
1085,2023-08-09,2023-08-09 23:59:59.999,ETH,1d,1856.3,1855.35,1871.99,1846.28,191926.8343,266834
1086,2023-08-10,2023-08-10 23:59:59.999,ETH,1d,1855.36,1852.47,1865.95,1845.38,127321.4553,208017
1087,2023-08-11,2023-08-11 23:59:59.999,ETH,1d,1852.47,1848.84,1857.26,1838.05,113209.3103,197546
1088,2023-08-12,2023-08-12 23:59:59.999,ETH,1d,1848.84,1849.93,1854.01,1846.08,63292.6476,154110
1089,2023-08-13,2023-08-13 23:59:59.999,ETH,1d,1849.94,1840.73,1862.0,1834.51,120674.1364,211874
1090,2023-08-14,2023-08-14 23:59:59.999,ETH,1d,1840.73,1845.5,1856.5,1835.0,150196.1203,244296
1091,2023-08-15,2023-08-15 23:59:59.999,ETH,1d,1845.5,1828.98,1847.36,1814.0,186081.6989,264314
1092,2023-08-16,2023-08-16 23:59:59.999,ETH,1d,1828.98,1807.81,1831.52,1798.17,205430.7368,311372
1093,2023-08-17,2023-08-17 23:59:59.999,ETH,1d,1807.81,1681.49,1809.99,1550.0,812138.2159,906515
1094,2023-08-18,2023-08-18 23:59:59.999,ETH,1d,1681.49,1661.59,1699.4,1641.02,538083.1018,597838
1095,2023-08-19,2023-08-19 23:59:59.999,ETH,1d,1661.6,1669.67,1696.72,1654.31,231919.0485,312174
1096,2023-08-20,2023-08-20 23:59:59.999,ETH,1d,1669.68,1685.24,1694.75,1662.03,195623.5263,275035
1097,2023-08-21,2023-08-21 23:59:59.999,ETH,1d,1685.23,1667.55,1688.59,1649.4,250835.1518,297843
1098,2023-08-22,2023-08-22 23:59:59.999,ETH,1d,1667.56,1634.99,1669.38,1580.0,402012.045,484314
1099,2023-08-23,2023-08-23 23:59:59.999,ETH,1d,1635.0,1679.61,1702.11,1629.05,374761.1088,472134
1100,2023-08-24,2023-08-24 23:59:59.999,ETH,1d,1679.61,1661.16,1683.37,1635.28,231539.7805,287178
1101,2023-08-25,2023-08-25 23:59:59.999,ETH,1d,1661.16,1653.8,1677.22,1635.51,236261.6898,307211
1102,2023-08-26,2023-08-26 23:59:59.999,ETH,1d,1653.79,1647.04,1655.59,1644.0,79175.425,157980
1103,2023-08-27,2023-08-27 23:59:59.999,ETH,1d,1647.03,1658.33,1660.24,1646.32,87789.9196,163046
1104,2023-08-28,2023-08-28 23:59:59.999,ETH,1d,1658.33,1653.08,1664.34,1621.75,214351.0143,274580
1105,2023-08-29,2023-08-29 23:59:59.999,ETH,1d,1653.08,1729.42,1745.84,1640.0,494371.0823,504683
1106,2023-08-30,2023-08-30 23:59:59.999,ETH,1d,1729.41,1705.23,1730.93,1694.34,202841.4402,308391
1107,2023-08-31,2023-08-31 23:59:59.999,ETH,1d,1705.23,1645.76,1729.0,1630.0,330518.2668,396774
1108,2023-09-01,2023-09-01 23:59:59.999,ETH,1d,1645.77,1629.12,1654.53,1602.33,302406.1686,368740
1109,2023-09-02,2023-09-02 23:59:59.999,ETH,1d,1629.13,1637.03,1645.0,1628.03,102145.9476,208209
1110,2023-09-03,2023-09-03 23:59:59.999,ETH,1d,1637.02,1635.84,1647.5,1625.14,116767.2862,216339
1111,2023-09-04,2023-09-04 23:59:59.999,ETH,1d,1635.84,1630.51,1644.82,1616.32,168010.9056,275381
1112,2023-09-05,2023-09-05 23:59:59.999,ETH,1d,1630.52,1634.45,1648.02,1609.69,204365.4907,299045
1113,2023-09-06,2023-09-06 23:59:59.999,ETH,1d,1634.46,1633.15,1670.0,1609.2,219541.0193,331227
1114,2023-09-07,2023-09-07 23:59:59.999,ETH,1d,1633.15,1648.11,1660.0,1623.4,228558.2782,319517
1115,2023-09-08,2023-09-08 23:59:59.999,ETH,1d,1648.11,1636.44,1658.93,1616.21,221570.0458,312966
1116,2023-09-09,2023-09-09 23:59:59.999,ETH,1d,1636.43,1635.54,1637.52,1629.74,58519.6229,156305
1117,2023-09-10,2023-09-10 23:59:59.999,ETH,1d,1635.53,1617.42,1635.7,1600.0,207957.8428,292581
1118,2023-09-11,2023-09-11 23:59:59.999,ETH,1d,1617.42,1551.85,1619.0,1531.01,417424.8189,470056
1119,2023-09-12,2023-09-12 23:59:59.999,ETH,1d,1551.84,1592.97,1626.0,1549.67,329739.9685,444268
1120,2023-09-13,2023-09-13 23:59:59.999,ETH,1d,1592.97,1607.62,1619.3,1581.88,223409.2889,349327
1121,2023-09-14,2023-09-14 23:59:59.999,ETH,1d,1607.61,1626.47,1644.29,1607.05,275301.1505,414952
1122,2023-09-15,2023-09-15 23:59:59.999,ETH,1d,1626.48,1641.29,1654.08,1611.42,181340.024,313776
1123,2023-09-16,2023-09-16 23:59:59.999,ETH,1d,1641.3,1634.4,1653.17,1631.31,99555.4671,245713
1124,2023-09-17,2023-09-17 23:59:59.999,ETH,1d,1634.4,1622.48,1635.0,1612.0,120227.4117,264713
1125,2023-09-18,2023-09-18 23:59:59.999,ETH,1d,1622.48,1636.66,1669.5,1603.88,279041.6978,453410
1126,2023-09-19,2023-09-19 23:59:59.999,ETH,1d,1636.66,1643.12,1661.04,1626.32,184282.4258,350549
1127,2023-09-20,2023-09-20 23:59:59.999,ETH,1d,1643.13,1622.26,1649.34,1604.51,232844.2347,382581
1128,2023-09-21,2023-09-21 23:59:59.999,ETH,1d,1622.27,1583.94,1625.3,1567.77,240627.544,368163
1129,2023-09-22,2023-09-22 23:59:59.999,ETH,1d,1583.94,1593.08,1602.68,1576.58,124886.091,267398
1130,2023-09-23,2023-09-23 23:59:59.999,ETH,1d,1593.07,1593.86,1598.24,1587.45,64537.1341,217950
1131,2023-09-24,2023-09-24 23:59:59.999,ETH,1d,1593.85,1580.71,1601.12,1570.01,137517.8533,307377
1132,2023-09-25,2023-09-25 23:59:59.999,ETH,1d,1580.71,1588.33,1597.5,1563.01,176706.9277,405042
1133,2023-09-26,2023-09-26 23:59:59.999,ETH,1d,1588.34,1594.01,1599.78,1580.05,125583.0161,317309
1134,2023-09-27,2023-09-27 23:59:59.999,ETH,1d,1594.02,1598.64,1634.1,1583.5,274404.4328,478489
1135,2023-09-28,2023-09-28 23:59:59.999,ETH,1d,1598.63,1652.99,1668.21,1598.14,331409.7015,567825
1136,2023-09-29,2023-09-29 23:59:59.999,ETH,1d,1653.0,1667.45,1688.0,1648.37,251975.6728,494615
1137,2023-09-30,2023-09-30 23:59:59.999,ETH,1d,1667.45,1670.89,1694.32,1666.19,136924.9141,342315
1138,2023-10-01,2023-10-01 23:59:59.999,ETH,1d,1670.89,1733.79,1751.0,1668.0,225611.5868,495195
1139,2023-10-02,2023-10-02 23:59:59.999,ETH,1d,1733.8,1662.4,1744.0,1636.79,378575.6898,773990
1140,2023-10-03,2023-10-03 23:59:59.999,ETH,1d,1662.41,1656.88,1670.65,1643.0,198287.1164,530016
1141,2023-10-04,2023-10-04 23:59:59.999,ETH,1d,1656.88,1646.58,1657.66,1625.0,222861.7167,553269
1142,2023-10-05,2023-10-05 23:59:59.999,ETH,1d,1646.58,1611.79,1655.47,1606.73,237378.7449,545845
1143,2023-10-06,2023-10-06 23:59:59.999,ETH,1d,1611.79,1645.03,1662.0,1611.68,220507.9286,539488
1144,2023-10-07,2023-10-07 23:59:59.999,ETH,1d,1645.03,1633.57,1647.71,1630.03,101241.5732,288695
1145,2023-10-08,2023-10-08 23:59:59.999,ETH,1d,1633.56,1632.84,1641.4,1616.17,149424.6635,372636
1146,2023-10-09,2023-10-09 23:59:59.999,ETH,1d,1632.85,1580.13,1636.0,1546.0,340141.0988,646240
1147,2023-10-10,2023-10-10 23:59:59.999,ETH,1d,1580.13,1567.63,1594.9,1550.55,240659.3287,613660
1148,2023-10-11,2023-10-11 23:59:59.999,ETH,1d,1567.62,1566.87,1578.43,1544.26,260253.9671,605321
1149,2023-10-12,2023-10-12 23:59:59.999,ETH,1d,1566.86,1539.61,1568.56,1521.0,237221.4977,510960
1150,2023-10-13,2023-10-13 23:59:59.999,ETH,1d,1539.61,1552.16,1575.36,1537.76,192205.8736,520123
1151,2023-10-14,2023-10-14 23:59:59.999,ETH,1d,1552.16,1554.94,1561.72,1544.55,100314.6754,281561
1152,2023-10-15,2023-10-15 23:59:59.999,ETH,1d,1554.94,1557.77,1567.62,1547.44,120311.2738,316951
1153,2023-10-16,2023-10-16 23:59:59.999,ETH,1d,1557.78,1599.42,1639.43,1555.06,418510.8644,729569
1154,2023-10-17,2023-10-17 23:59:59.999,ETH,1d,1599.41,1565.01,1600.53,1551.08,234817.0699,475213
1155,2023-10-18,2023-10-18 23:59:59.999,ETH,1d,1565.01,1563.44,1585.42,1555.88,177750.2253,440577
1156,2023-10-19,2023-10-19 23:59:59.999,ETH,1d,1563.45,1566.57,1574.45,1541.61,216217.6675,469598
1157,2023-10-20,2023-10-20 23:59:59.999,ETH,1d,1566.57,1603.89,1630.4,1561.19,315995.792,651738
1158,2023-10-21,2023-10-21 23:59:59.999,ETH,1d,1603.88,1628.94,1644.53,1592.36,176419.4092,463033
1159,2023-10-22,2023-10-22 23:59:59.999,ETH,1d,1628.94,1663.7,1667.8,1621.1,228650.9225,580843
1160,2023-10-23,2023-10-23 23:59:59.999,ETH,1d,1663.69,1765.46,1800.0,1657.07,610931.9663,1167834
1161,2023-10-24,2023-10-24 23:59:59.999,ETH,1d,1765.47,1784.98,1854.38,1756.21,674055.1375,1308532
1162,2023-10-25,2023-10-25 23:59:59.999,ETH,1d,1784.98,1787.15,1817.69,1760.0,354410.8294,774777
1163,2023-10-26,2023-10-26 23:59:59.999,ETH,1d,1787.15,1803.38,1865.54,1762.21,431169.0453,901019
1164,2023-10-27,2023-10-27 23:59:59.999,ETH,1d,1803.39,1779.4,1803.91,1744.66,274532.6921,594592
1165,2023-10-28,2023-10-28 23:59:59.999,ETH,1d,1779.41,1776.2,1803.23,1770.0,122919.7382,333711
1166,2023-10-29,2023-10-29 23:59:59.999,ETH,1d,1776.21,1795.14,1811.3,1762.66,144110.6508,371024
1167,2023-10-30,2023-10-30 23:59:59.999,ETH,1d,1795.14,1809.04,1829.84,1777.77,277686.192,560359
1168,2023-10-31,2023-10-31 23:59:59.999,ETH,1d,1809.03,1814.67,1819.41,1780.99,258074.5796,577888
1169,2023-11-01,2023-11-01 23:59:59.999,ETH,1d,1814.67,1846.99,1857.66,1783.19,471921.6184,862416
1170,2023-11-02,2023-11-02 23:59:59.999,ETH,1d,1846.99,1800.8,1875.0,1785.01,368738.2193,790110
1171,2023-11-03,2023-11-03 23:59:59.999,ETH,1d,1800.79,1832.71,1834.58,1777.11,315000.2678,713592
1172,2023-11-04,2023-11-04 23:59:59.999,ETH,1d,1832.7,1855.54,1869.9,1824.03,171538.0364,463794
1173,2023-11-05,2023-11-05 23:59:59.999,ETH,1d,1855.54,1891.71,1912.67,1846.11,383106.7628,780672
1174,2023-11-06,2023-11-06 23:59:59.999,ETH,1d,1891.71,1900.95,1914.23,1868.48,328746.2394,717293
1175,2023-11-07,2023-11-07 23:59:59.999,ETH,1d,1900.95,1885.27,1906.99,1850.32,332419.4406,760921
1176,2023-11-08,2023-11-08 23:59:59.999,ETH,1d,1885.26,1888.12,1904.69,1872.51,247881.0997,514836
1177,2023-11-09,2023-11-09 23:59:59.999,ETH,1d,1888.11,2121.32,2132.0,1882.07,1100330.3237,1657379
1178,2023-11-10,2023-11-10 23:59:59.999,ETH,1d,2121.33,2077.72,2136.99,2064.61,555573.6495,880646
1179,2023-11-11,2023-11-11 23:59:59.999,ETH,1d,2077.72,2053.17,2089.6,2030.3,370966.0372,675522
1180,2023-11-12,2023-11-12 23:59:59.999,ETH,1d,2053.16,2044.68,2066.5,2012.1,281907.559,556231
1181,2023-11-13,2023-11-13 23:59:59.999,ETH,1d,2044.69,2053.65,2118.0,2028.49,529143.5815,1025249
1182,2023-11-14,2023-11-14 23:59:59.999,ETH,1d,2053.65,1979.39,2064.96,1936.6,481909.733,884487
1183,2023-11-15,2023-11-15 23:59:59.999,ETH,1d,1979.4,2058.48,2062.4,1967.01,421870.8032,731745
1184,2023-11-16,2023-11-16 23:59:59.999,ETH,1d,2058.49,1961.77,2090.4,1939.1,545286.1297,991673
1185,2023-11-17,2023-11-17 23:59:59.999,ETH,1d,1961.77,1960.82,1991.5,1904.0,401100.5069,788071
1186,2023-11-18,2023-11-18 23:59:59.999,ETH,1d,1960.82,1962.6,1971.22,1916.0,279368.2208,535494
1187,2023-11-19,2023-11-19 23:59:59.999,ETH,1d,1962.59,2011.47,2015.75,1942.89,251132.6192,506631
1188,2023-11-20,2023-11-20 23:59:59.999,ETH,1d,2011.47,2021.4,2066.4,1990.0,421717.679,751621
1189,2023-11-21,2023-11-21 23:59:59.999,ETH,1d,2021.41,1933.01,2034.6,1931.43,490163.9863,888864
1190,2023-11-22,2023-11-22 23:59:59.999,ETH,1d,1933.01,2063.21,2092.46,1928.41,466120.5109,796700
1191,2023-11-23,2023-11-23 23:59:59.999,ETH,1d,2063.22,2062.2,2088.94,2040.35,250960.6958,527877
1192,2023-11-24,2023-11-24 23:59:59.999,ETH,1d,2062.21,2080.84,2133.02,2059.37,426932.5402,672044
1193,2023-11-25,2023-11-25 23:59:59.999,ETH,1d,2080.84,2083.09,2090.54,2065.3,138847.393,350920
1194,2023-11-26,2023-11-26 23:59:59.999,ETH,1d,2083.1,2062.33,2094.99,2036.42,241262.9136,510922
1195,2023-11-27,2023-11-27 23:59:59.999,ETH,1d,2062.34,2027.5,2071.24,1985.78,326073.2298,622522
1196,2023-11-28,2023-11-28 23:59:59.999,ETH,1d,2027.5,2048.14,2075.0,1995.15,283775.9279,606358
1197,2023-11-29,2023-11-29 23:59:59.999,ETH,1d,2048.14,2028.81,2075.7,2019.31,254843.7319,503614
1198,2023-11-30,2023-11-30 23:59:59.999,ETH,1d,2028.8,2051.96,2054.75,2020.85,243680.0921,458227
1199,2023-12-01,2023-12-01 23:59:59.999,ETH,1d,2051.95,2087.24,2110.87,2045.04,372645.586,598646
1200,2023-12-02,2023-12-02 23:59:59.999,ETH,1d,2087.24,2164.74,2186.6,2086.25,320979.9768,618401
1201,2023-12-03,2023-12-03 23:59:59.999,ETH,1d,2164.75,2192.95,2217.27,2149.0,257879.1136,556948
1202,2023-12-04,2023-12-04 23:59:59.999,ETH,1d,2192.96,2243.37,2274.28,2191.0,565307.7134,980117
1203,2023-12-05,2023-12-05 23:59:59.999,ETH,1d,2243.36,2293.33,2309.72,2188.33,529829.7214,1018557
1204,2023-12-06,2023-12-06 23:59:59.999,ETH,1d,2293.33,2232.7,2312.23,2220.0,408338.9056,842212
1205,2023-12-07,2023-12-07 23:59:59.999,ETH,1d,2232.7,2355.73,2382.8,2222.0,485190.0609,921917
1206,2023-12-08,2023-12-08 23:59:59.999,ETH,1d,2355.74,2358.72,2392.0,2336.34,378569.8126,713431
1207,2023-12-09,2023-12-09 23:59:59.999,ETH,1d,2358.71,2340.49,2403.0,2328.01,287771.0664,648813
1208,2023-12-10,2023-12-10 23:59:59.999,ETH,1d,2340.48,2352.39,2377.47,2320.0,200037.2102,464455
1209,2023-12-11,2023-12-11 23:59:59.999,ETH,1d,2352.39,2225.12,2355.0,2156.62,640414.9166,1153316
1210,2023-12-12,2023-12-12 23:59:59.999,ETH,1d,2225.11,2203.46,2244.12,2166.0,361588.9087,804062
1211,2023-12-13,2023-12-13 23:59:59.999,ETH,1d,2203.47,2260.16,2284.02,2144.32,418916.6154,897019
1212,2023-12-14,2023-12-14 23:59:59.999,ETH,1d,2260.16,2315.32,2332.11,2228.2,409508.0931,918965
1213,2023-12-15,2023-12-15 23:59:59.999,ETH,1d,2315.32,2220.5,2317.81,2200.0,333552.6328,714102
1214,2023-12-16,2023-12-16 23:59:59.999,ETH,1d,2220.51,2228.96,2263.4,2210.0,199285.923,528692
1215,2023-12-17,2023-12-17 23:59:59.999,ETH,1d,2228.96,2196.52,2248.68,2191.5,225925.7675,531241
1216,2023-12-18,2023-12-18 23:59:59.999,ETH,1d,2196.53,2219.43,2224.0,2116.6,364103.1181,769310
1217,2023-12-19,2023-12-19 23:59:59.999,ETH,1d,2219.44,2177.91,2255.0,2135.55,383551.4049,786067
1218,2023-12-20,2023-12-20 23:59:59.999,ETH,1d,2177.9,2202.17,2266.0,2156.0,416841.6272,867198
1219,2023-12-21,2023-12-21 23:59:59.999,ETH,1d,2202.17,2239.61,2279.31,2182.98,453069.7252,848508
1220,2023-12-22,2023-12-22 23:59:59.999,ETH,1d,2239.6,2324.54,2343.15,2230.59,591357.488,1124820
1221,2023-12-23,2023-12-23 23:59:59.999,ETH,1d,2324.54,2308.2,2330.65,2265.0,255626.9352,588229
1222,2023-12-24,2023-12-24 23:59:59.999,ETH,1d,2308.2,2264.05,2326.19,2245.0,307951.076,711200
1223,2023-12-25,2023-12-25 23:59:59.999,ETH,1d,2264.04,2271.35,2304.8,2253.1,286277.1616,613108
1224,2023-12-26,2023-12-26 23:59:59.999,ETH,1d,2271.36,2230.88,2274.99,2178.45,410413.1591,701701
1225,2023-12-27,2023-12-27 23:59:59.999,ETH,1d,2230.88,2378.35,2392.44,2211.88,541537.3574,978666
1226,2023-12-28,2023-12-28 23:59:59.999,ETH,1d,2378.35,2344.15,2445.8,2335.0,580459.982,1241094
1227,2023-12-29,2023-12-29 23:59:59.999,ETH,1d,2344.15,2299.2,2385.41,2255.34,450201.2069,990308
1228,2023-12-30,2023-12-30 23:59:59.999,ETH,1d,2299.2,2291.68,2322.84,2268.0,210539.1327,555932
1229,2023-12-31,2023-12-31 23:59:59.999,ETH,1d,2291.68,2281.87,2321.34,2258.88,222175.8779,548848
1230,2024-01-01,2024-01-01 23:59:59.999,ETH,1d,2281.87,2352.04,2352.37,2265.24,216702.6914,536670
1231,2024-01-02,2024-01-02 23:59:59.999,ETH,1d,2352.05,2355.34,2431.3,2341.0,458041.6642,1028335
1232,2024-01-03,2024-01-03 23:59:59.999,ETH,1d,2355.35,2209.72,2385.45,2100.0,798729.4869,1351067
1233,2024-01-04,2024-01-04 23:59:59.999,ETH,1d,2209.72,2267.11,2294.69,2201.91,448844.055,780771
1234,2024-01-05,2024-01-05 23:59:59.999,ETH,1d,2267.11,2268.78,2277.21,2206.17,405568.0006,758963
1235,2024-01-06,2024-01-06 23:59:59.999,ETH,1d,2268.78,2240.78,2270.0,2216.4,194067.8656,450441
1236,2024-01-07,2024-01-07 23:59:59.999,ETH,1d,2240.77,2221.42,2258.01,2203.46,207138.6927,516569
1237,2024-01-08,2024-01-08 23:59:59.999,ETH,1d,2221.42,2330.44,2358.2,2166.38,539407.5547,1069027
1238,2024-01-09,2024-01-09 23:59:59.999,ETH,1d,2330.43,2344.29,2371.72,2226.78,551454.9931,1196445
1239,2024-01-10,2024-01-10 23:59:59.999,ETH,1d,2344.3,2584.38,2643.1,2339.59,1038388.666,2010707
1240,2024-01-11,2024-01-11 23:59:59.999,ETH,1d,2584.37,2618.01,2689.39,2566.01,838712.2577,1693755
1241,2024-01-12,2024-01-12 23:59:59.999,ETH,1d,2618.01,2522.54,2717.32,2458.0,887457.7627,1860636
1242,2024-01-13,2024-01-13 23:59:59.999,ETH,1d,2522.55,2578.19,2590.0,2497.5,422061.232,898845
1243,2024-01-14,2024-01-14 23:59:59.999,ETH,1d,2578.18,2472.87,2578.69,2470.0,306207.7463,732294
1244,2024-01-15,2024-01-15 23:59:59.999,ETH,1d,2472.87,2511.78,2553.82,2470.92,315247.8819,789378
1245,2024-01-16,2024-01-16 23:59:59.999,ETH,1d,2511.79,2587.4,2614.43,2500.05,381077.6247,1140088
1246,2024-01-17,2024-01-17 23:59:59.999,ETH,1d,2587.41,2530.19,2592.97,2506.75,366281.3477,1140624
1247,2024-01-18,2024-01-18 23:59:59.999,ETH,1d,2530.2,2470.81,2550.0,2428.56,452090.1074,894355
1248,2024-01-19,2024-01-19 23:59:59.999,ETH,1d,2470.81,2492.0,2504.2,2415.2,424209.0029,855044
1249,2024-01-20,2024-01-20 23:59:59.999,ETH,1d,2491.99,2472.01,2492.0,2454.2,136620.9577,418938
1250,2024-01-21,2024-01-21 23:59:59.999,ETH,1d,2472.02,2457.05,2482.18,2452.13,122572.1687,360446
1251,2024-01-22,2024-01-22 23:59:59.999,ETH,1d,2457.06,2314.2,2466.1,2303.59,526337.6492,933793
1252,2024-01-23,2024-01-23 23:59:59.999,ETH,1d,2314.19,2242.6,2352.23,2168.07,700105.3314,1204183
1253,2024-01-24,2024-01-24 23:59:59.999,ETH,1d,2242.6,2235.02,2264.6,2196.12,359851.1496,801012
1254,2024-01-25,2024-01-25 23:59:59.999,ETH,1d,2235.02,2218.64,2242.89,2171.3,330426.6061,756164
1255,2024-01-26,2024-01-26 23:59:59.999,ETH,1d,2218.64,2267.68,2282.36,2195.84,363566.4255,823603
1256,2024-01-27,2024-01-27 23:59:59.999,ETH,1d,2267.67,2267.94,2282.94,2251.4,145109.3836,416970
1257,2024-01-28,2024-01-28 23:59:59.999,ETH,1d,2267.94,2256.9,2308.24,2239.89,209326.9087,566626
1258,2024-01-29,2024-01-29 23:59:59.999,ETH,1d,2256.9,2317.6,2322.34,2233.8,305528.0776,681798
1259,2024-01-30,2024-01-30 23:59:59.999,ETH,1d,2317.61,2343.01,2391.98,2297.0,372879.5791,770660
1260,2024-01-31,2024-01-31 23:59:59.999,ETH,1d,2343.0,2283.14,2351.6,2263.57,397116.1859,922884
1261,2024-02-01,2024-02-01 23:59:59.999,ETH,1d,2283.15,2304.28,2311.72,2240.0,310997.4538,779472
1262,2024-02-02,2024-02-02 23:59:59.999,ETH,1d,2304.28,2309.06,2324.74,2281.94,238230.511,574621
1263,2024-02-03,2024-02-03 23:59:59.999,ETH,1d,2309.07,2296.49,2329.98,2292.75,133232.845,397464
1264,2024-02-04,2024-02-04 23:59:59.999,ETH,1d,2296.5,2289.79,2311.0,2266.0,171232.0444,506684
1265,2024-02-05,2024-02-05 23:59:59.999,ETH,1d,2289.79,2301.83,2338.41,2269.11,236610.412,730863
1266,2024-02-06,2024-02-06 23:59:59.999,ETH,1d,2301.84,2372.64,2392.4,2299.0,368942.7498,861796
1267,2024-02-07,2024-02-07 23:59:59.999,ETH,1d,2372.63,2425.1,2444.44,2354.0,342791.7013,860357
1268,2024-02-08,2024-02-08 23:59:59.999,ETH,1d,2425.09,2419.55,2463.15,2411.01,338040.0539,894102
1269,2024-02-09,2024-02-09 23:59:59.999,ETH,1d,2419.56,2486.56,2525.0,2419.16,492384.385,1134276
1270,2024-02-10,2024-02-10 23:59:59.999,ETH,1d,2486.56,2500.24,2516.45,2471.57,185099.59,622723
1271,2024-02-11,2024-02-11 23:59:59.999,ETH,1d,2500.24,2507.21,2539.63,2493.45,219975.1471,711081
1272,2024-02-12,2024-02-12 23:59:59.999,ETH,1d,2507.22,2659.99,2665.58,2472.0,449501.776,1019390
1273,2024-02-13,2024-02-13 23:59:59.999,ETH,1d,2659.99,2639.99,2686.12,2590.0,502447.745,1044885
1274,2024-02-14,2024-02-14 23:59:59.999,ETH,1d,2639.99,2774.81,2786.0,2618.4,461670.6944,1090412
1275,2024-02-15,2024-02-15 23:59:59.999,ETH,1d,2774.8,2822.59,2867.65,2759.25,481689.1874,1347619
1276,2024-02-16,2024-02-16 23:59:59.999,ETH,1d,2822.58,2801.8,2857.4,2740.0,378070.8037,1123447
1277,2024-02-17,2024-02-17 23:59:59.999,ETH,1d,2801.81,2785.93,2804.21,2719.01,243302.8759,969157
1278,2024-02-18,2024-02-18 23:59:59.999,ETH,1d,2785.92,2881.2,2895.0,2764.25,367987.8833,1311570
1279,2024-02-19,2024-02-19 23:59:59.999,ETH,1d,2881.2,2944.8,2984.52,2856.93,446451.0401,1539410
1280,2024-02-20,2024-02-20 23:59:59.999,ETH,1d,2944.8,3014.81,3033.09,2874.56,634681.7471,1517960
1281,2024-02-21,2024-02-21 23:59:59.999,ETH,1d,3014.81,2967.9,3017.15,2868.0,595955.0033,1256455
1282,2024-02-22,2024-02-22 23:59:59.999,ETH,1d,2967.91,2971.4,3036.02,2906.51,563525.9936,1205856
1283,2024-02-23,2024-02-23 23:59:59.999,ETH,1d,2971.4,2922.24,2993.8,2906.05,428826.5787,1003464
1284,2024-02-24,2024-02-24 23:59:59.999,ETH,1d,2922.25,2992.62,3007.48,2906.4,243854.0783,718718
1285,2024-02-25,2024-02-25 23:59:59.999,ETH,1d,2992.62,3112.59,3122.0,2983.61,412306.2237,1085332
1286,2024-02-26,2024-02-26 23:59:59.999,ETH,1d,3112.6,3175.94,3196.0,3036.59,546722.7747,1391934
1287,2024-02-27,2024-02-27 23:59:59.999,ETH,1d,3175.95,3242.36,3288.14,3160.02,625939.1221,1676466
1288,2024-02-28,2024-02-28 23:59:59.999,ETH,1d,3242.35,3383.1,3488.0,3176.16,947538.766,2442603
1289,2024-02-29,2024-02-29 23:59:59.999,ETH,1d,3383.11,3340.09,3522.81,3300.0,759698.1123,2112875
1290,2024-03-01,2024-03-01 23:59:59.999,ETH,1d,3340.1,3433.43,3450.0,3338.54,412788.5773,1263130
1291,2024-03-02,2024-03-02 23:59:59.999,ETH,1d,3433.42,3421.4,3460.04,3390.01,283984.9448,926113
1292,2024-03-03,2024-03-03 23:59:59.999,ETH,1d,3421.39,3487.81,3491.8,3360.0,341631.531,1116823
1293,2024-03-04,2024-03-04 23:59:59.999,ETH,1d,3487.8,3627.76,3640.94,3423.78,715360.6361,1953764
1294,2024-03-05,2024-03-05 23:59:59.999,ETH,1d,3627.75,3553.65,3822.04,3200.0,1392904.864,3265582
1295,2024-03-06,2024-03-06 23:59:59.999,ETH,1d,3553.66,3818.59,3900.0,3499.4,969494.71,2555462
1296,2024-03-07,2024-03-07 23:59:59.999,ETH,1d,3818.58,3868.76,3933.81,3735.0,540780.675,1636716
1297,2024-03-08,2024-03-08 23:59:59.999,ETH,1d,3868.76,3883.36,3993.75,3820.0,646399.2589,1657141
1298,2024-03-09,2024-03-09 23:59:59.999,ETH,1d,3883.37,3905.21,3942.0,3870.01,254839.1386,819335
1299,2024-03-10,2024-03-10 23:59:59.999,ETH,1d,3905.2,3878.47,3964.67,3791.26,356664.68,1195480
1300,2024-03-11,2024-03-11 23:59:59.999,ETH,1d,3878.47,4064.8,4086.23,3722.95,721554.5139,1894504
1301,2024-03-12,2024-03-12 23:59:59.999,ETH,1d,4064.8,3979.96,4093.92,3828.98,632787.3941,1878541
1302,2024-03-13,2024-03-13 23:59:59.999,ETH,1d,3979.97,4004.79,4083.0,3932.23,482305.7766,1536498
1303,2024-03-14,2024-03-14 23:59:59.999,ETH,1d,4004.79,3881.7,4010.98,3723.0,648237.5245,1919963
